Requirement_ID,Requirement_Text,Source,Section,Domain
REQ_01550,"7.3.2.10 When transmitting over the different transmission media, the most significant bit shall  be transmitted first.",SUBSET-026-7 v360.pdf,,
REQ_01551,7.3.3.4 All currently not defined packet identifiers are reserved for future use  and shall be  considered as invalid values (i.e.,SUBSET-026-7 v360.pdf,,
REQ_01552,7.4.2.9 Packet Number 41: Level Transition Order  Description Packet to identify where a level transition shall take place.,SUBSET-026-7 v360.pdf,,
REQ_01553,Transmitted by Any  Content Variable Length Comment   NID_PACKET 8     Q_DIR 2     L_PACKET 13     Q_SCALE 2     D_LEVELTR 15     M_LEVELTR 3      NID_NTC 8  If M_LEVELTR = 1 (NTC)   L_ACKLEVELTR 15     N_ITER 5     M_LEVELTR(k) 3      NID_NTC(k) 8  If M_LEVELTR(k) = 1 (NTC)   L_ACKLEVELTR(k) 15    ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-7  3.6.0  13/05/2016  System Requirements Specification  Chapter 7  ERTMS/ETCS language  Page 22/87    7.4.2.10 Packet Number 42: Session Management  Description Packet to give the identity and telephone number of the RBC with which a  session shall be established or terminated.,SUBSET-026-7 v360.pdf,,
REQ_01554,"Transmitted by Any  Content Variable Length Comment   NID_PACKET 8     Q_DIR 2     L_PACKET 13     NID_XUSER 9      NID_NTC 8  Only if NID_XUSER = 102  (National System functions)   Other data, depending on   NID_XUSER     7.4.2.11.1 Packet Number 45: Radio Network registration  Description Packet to give the identity of t he Radio Network to which a registration shall  be enforced.",SUBSET-026-7 v360.pdf,,
REQ_01555,Transmitted by Balise   Content Variable Length Comment   NID_PACKET 8     Q_DIR 2     L_PACKET 13     Q_SCALE 2     D_TRACKCOND 15     L_TRACKCOND 15  The distance for which integrity  check alarms of balise transmission  shall be ignored   N_ITER 5     D_TRACKCOND(k) 15     L_TRACKCOND(k) 15  The distance for which integrity  check alarms of balise transmission  shall be ignored  7.4.2.20 Packet Number 68: Track Condition  Description The packet gives details concerning the tr ack ahead to support the driver  when e.g.,SUBSET-026-7 v360.pdf,,
REQ_01556,"Transmitted by Balise  Content Variable Length Comment   NID_PACKET 8     Q_DIR 2     L_PACKET 13     Q_SRSTOP 1    ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-7  3.6.0  13/05/2016  System Requirements Specification  Chapter 7  ERTMS/ETCS language  Page 36/87    7.4.2.34 Packet Number 138: Reversing area information  Description Used to send start and length of reversing area to the on-board  Transmitted by Any  Content Variable Length Comment   NID_PACKET 8     Q_DIR 2     L_PACKET 13     Q_SCALE 2     D_STARTREVERSE 15     L_REVERSEAREA 15    7.4.2.35 Packet Number 139: Reversing supervision information   Description Used to send supervision parameter s (distance to run, speed) of reversing  area to the on-board  Transmitted by Any  Content Variable Length Comment   NID_PACKET 8     Q_DIR 2     L_PACKET 13     Q_SCALE 2     D_REVERSE 15     V_REVERSE 7    7.4.2.36 Packet Number 140: Train running number from RBC  Description Train running number from RBC  Transmitted by RBC  Content Variable Length Comment   NID_PACKET 8     Q_DIR 2     L_PACKET 13     NID_OPERATIONAL 32    7.4.2.37 Packet Number 141: Default Gradient for Temporary Speed Restriction  Description It defines a default gradient to be used for TSR supervision when no gradient  profile (packet 21) is available  Transmitted by Balise  Content Variable Length Comment   NID_PACKET 8    ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-7  3.6.0  13/05/2016  System Requirements Specification  Chapter 7  ERTMS/ETCS language  Page 37/87     Q_DIR 2     L_PACKET 13     Q_GDIR 1  0 = downhill 1= uphill   G_TSR 8    7.4.2.37.1 Packet Number 143: Session Management with neighbouring Radio Infill Unit  Description Packet to give the identity and telephone number of the neighbouring Radio  Infill Unit with which a session shall be established or terminated.",SUBSET-026-7 v360.pdf,,
REQ_01557,"Length of variable Minimum Value Maximum Value Resolution/formula  15 bits 0 m 327.670 km  10 cm, 1m or 10 m depending on Q_SCALE  7.5.1.30 D_TAFDISPLAY  Name Distance from where on a track ahead free request shall be displayed  Description   ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-7  3.6.0  13/05/2016  System Requirements Specification  Chapter 7  ERTMS/ETCS language  Page 50/87    Length of variable Minimum Value Maximum Value Resolution/formula  15 bits 0 cm  327.670 km 10 cm, 1m or 10 m depends on Q_SCALE  7.5.1.31 D_TEXTDISPLAY  Name Distance from where on a text shall be displayed  Description   Length of variable Minimum Value Maximum Value Resolution/formula  15 bits 0 cm  327.660 km 10 cm, 1m or 10 m depends on Q_SCALE  Special/Reserved Values 32767 The display of the text shall not be distance limited.",SUBSET-026-7 v360.pdf,,
REQ_01558,"7.5.1.32 D_TRACKINIT   Name Distance to start of empty profile     Description Distance to where initial states of the related track description in the packet shall be resumed  Length of variable Minimum Value Maximum Value Resolution/formula  15 bits 0 m 327.670 km  10 cm, 1m or 10 m depending on Q_SCALE  7.5.1.33 D_TRACKCOND  Name Track condition distance  Description The incremental distance to where the track conditions change.",SUBSET-026-7 v360.pdf,,
REQ_01559,"7.5.1.50 L_REVERSEAREA  Name Length of the reversing permitted area  Description   Length of variable Minimum Value Maximum Value Resolution/formula  15 bits 0 cm 327.670 km 10 cm, 1m or 10 m depends on Q_SCALE  7.5.1.51 L_SECTION  Name Length of section in the MA  Description   Length of variable Minimum Value Maximum Value Resolution/formula  15 bits 0 cm  327.670 km 10 cm, 1m or 10 m depends on Q_SCALE  7.5.1.51.1 L_STOPLX  Name Length of the stopping area in rear of the start location of the LX area  Description   Length of variable Minimum Value Maximum Value Resolution/formula  15 bits 0 cm 327.670 km 10 cm, 1m or 10 m depends on Q_SCALE  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-7  3.6.0  13/05/2016  System Requirements Specification  Chapter 7  ERTMS/ETCS language  Page 54/87    7.5.1.52 L_TAFDISPLAY  Name Length on which a track ahead free request shall be displayed  Description   Length of variable Minimum Value Maximum Value Resolution/formula  15 bits 0 cm  327.670 km 10 cm, 1m or 10 m depends on Q_SCALE  7.5.1.53 L_TEXT  Name Length of text string  Description L_TEXT defines the length of a text string (L_TEXT * X_TEXT)  Length of variable Minimum Value Maximum Value Resolution/formula  8 bits 0 255 1 Text String Element  7.5.1.54 L_TEXTDISPLAY  Name Length on which a text shall be displayed  Description   Length of variable Minimum Value Maximum Value Resolution/formula  15 bits 0 cm  327.660 km 10 cm, 1m or 10 m depends on Q_SCALE  Special/Reserved Values 32767 The display of the text shall not be distance limited.",SUBSET-026-7 v360.pdf,,
REQ_01560,"Length of variable Minimum Value Maximum Value Resolution/formula  12 bits 0 m 4095 m  1 m  7.5.1.57 L_TRAININT  Name Safe Train length  Description   Length of variable Minimum Value Maximum Value Resolution/formula  15 bits 0 m 32767 m 1 m  7.5.1.58 L_TSR  Name Length of the temporary speed restriction  Description   Length of variable Minimum Value Maximum Value Resolution/formula  15 bits 0 cm 327.670 km 10 cm, 1m or 10 m depends on Q_SCALE  7.5.1.59 M_ACK  Name Qualifier for acknowledgement request  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-7  3.6.0  13/05/2016  System Requirements Specification  Chapter 7  ERTMS/ETCS language  Page 55/87    Description Indicates whether the message must be acknowledged or not  Length of variable Minimum Value Maximum Value Resolution/formula  1 bit     Special/Reserved Values 0 No acknowledgement required   1 Acknowledgement required  7.5.1.60 M_ADHESION  Name Adhesion factor  Description   Length of variable Minimum Value Maximum Value Resolution/formula  1 bit     Special/Reserved Values 0 Slippery rail   1 Non slippery rail  7.5.1.61 M_AIRTIGHT  Name airtight system presence  Description indicates whether the train is fitted with an airtight system or not.",SUBSET-026-7 v360.pdf,,
REQ_01561,"3.16.3.4, to be sent when  communication links re-established)   6 Safety critical fault (ref 4.4.6.1.6 , 4.4.15.1.5)   7 Double linking error (3.16.2.7.1)   8 Double repositioning error (3.16.2.7.2)   9-255 Spare  7.5.1.65 M_LEVEL  Name Current Operating Level  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-7  3.6.0  13/05/2016  System Requirements Specification  Chapter 7  ERTMS/ETCS language  Page 57/87    Description   Length of variable Minimum Value Maximum Value Resolution/formula  3 bits     Special/Reserved Values 0 Level 0   1 Level NTC specified by NID_NTC   2 Level 1   3 Level 2   4 Level 3   5-7 Spare  7.5.1.66 M_LEVELTEXTDISPLAY  Name Onboard operating level for text display  Description The text is displayed when entering / as long as in the defined level  Length of variable Minimum Value Maximum Value Resolution/formula  3 bits     Special/Reserved Values 0 Level 0   1 Level NTC specified by NID_NTC   2 Level 1   3 Level 2   4 Level 3   5 The display of the text shall not be limited by the level   6-7 Spare  7.5.1.67 M_LEVELTR  Name Required level  Description   Length of variable Minimum Value Maximum Value Resolution/formula  3 bits     Special/Reserved Values 0 Level 0   1 Level NTC specified by NID_NTC   2 Level 1   3 Level 2   4 Level 3   5-7 Spare  7.5.1.67.1 M_LINEGAUGE  Name Line gauge  Description Defining which loading gauge(s) are permitted on a line (refer to TSI INF)  Length of variable Minimum Value Maximum Value Resolution/formula  8 bits   Bitset  Special/Reserved Values xxxx xxx1 G1   xxxx xx1x GA   xxxx x1xx GB  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-7  3.6.0  13/05/2016  System Requirements Specification  Chapter 7  ERTMS/ETCS language  Page 58/87     xxxx 1xxx GC   00000000 Spare   xxx1 xxxx Spare   xx1x xxxx Spare   x1xx xxxx Spare   1xxx xxxx Spare  7.5.1.68 M_LOADINGGAUGE  Name Loading gauge  Description Defining the loading gauge profile of a train (refer to TSI RST)  Length of variable Minimum Value Maximum Value Resolution/formula  8 bits     Special/Reserved Values 0 The train does not fit to any of the interoperable loading gauge profiles   1 G1   2 GA   3 GB   4 GC   5-255 Spare  7.5.1.69 M_LOC  Name Special location/moment where the train has to report its position  Description   Length of variable Minimum Value Maximum Value Resolution/formula  3 bits     Special/Reserved Values 000 Now (The position report is sent upon receipt of the order)   001 Every LRBG compliant balise group.",SUBSET-026-7 v360.pdf,,
REQ_01562,ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-7  3.6.0  13/05/2016  System Requirements Specification  Chapter 7  ERTMS/ETCS language  Page 59/87    Length of variable Minimum Value Maximum Value Resolution/formula  8 bits 0 253 Numbers  Special/Reserved Values 254 The telegram never fits any message of the group    255 The telegram fits with all telegrams of the same balise group  7.5.1.72 M_MODE  Name Onboard operating mode  Description   Length of variable Minimum Value Maximum Value Resolution/formula  4 bits      Special/Reserved Values 0 Full Supervision   1 On Sight   2 Staff Responsible   3 Shunting   4 Unfitted   5 Sleeping   6 Stand By   7 Trip   8 Post Trip   9 System Failure   10 Isolation   11 Non Leading   12 Limited Supervision   13 National System   14 Reversing   15 Passive Shunting  7.5.1.73 M_MODETEXTDISPLAY  Name Onboard operating mode for text display  Description The text is displayed when entering / as long as in the defined mode  Length of variable Minimum Value Maximum Value Resolution/formula  4 bits      Special/Reserved Values 0 Full Supervision   1 On Sight   2 Staff Responsible   3 Spare   4 Unfitted   5 Spare   6 Stand By   7 Trip   8 Post Trip   9 Spare   10 Spare  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-7  3.6.0  13/05/2016  System Requirements Specification  Chapter 7  ERTMS/ETCS language  Page 60/87     11 Spare   12 Limited Supervision   13 Spare   14 Reversing   15 The display of the text shall not be limited by the mode.,SUBSET-026-7 v360.pdf,,
REQ_01563,"Thanks to NC_CDTRAIN, the train knows the “Cant Deficiency” SSP it must obey.",SUBSET-026-7 v360.pdf,,
REQ_01564,"Thanks to NC_TRAIN, the train knows the “Other specific” SSP category it must consider.",SUBSET-026-7 v360.pdf,,
REQ_01566,Padding by the  special value F shall be added after the least significant digit of the number.,SUBSET-026-7 v360.pdf,,
REQ_01567,"Length of variable Minimum Value Maximum Value Resolution/formula  2 bits     Special/Reserved Values 00 Train trip   01 Apply service brake   10 No Reaction   11 Spare  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-7  3.6.0  13/05/2016  System Requirements Specification  Chapter 7  ERTMS/ETCS language  Page 74/87    7.5.1.118 Q_LOOPDIR  Name Qualifier to indicate the direction of the loop  Description Indicates LOOP-reference direction in relation to EOLM direction  Length of variable Minimum Value Maximum Value Resolution/formula  1 bit     Special/Reserved Values 0 Opposite   1 Same  7.5.1.118.0 Q_LSSMA  Name Qualifier for the LSSMA display  Description This qualifier tells whether the on -board has to toggle on/off the display of the lowes t supervised speed  within the MA  Length of variable Minimum Value Maximum Value Resolution/formula  1 bit     Special/Reserved Values 0 Toggle off   1 Toggle on  7.5.1.118.1 Q_LXSTATUS  Name LX Protection Status  Description Indicates whether the LX is protected or not  Length of variable Minimum Value Maximum Value Resolution/formula  1 bit     Special/Reserved Values 0 LX is protected   1 LX is not protected  7.5.1.118.2 Q_MAMODE  Name Qualifier to indicate the supervision of the beginning of the  mode profile  Description This qualifier defines whether the beginning of the mode profile shall be considered as the SvL , or if the  SvL shall be derived from the movement authority.",SUBSET-026-7 v360.pdf,,
REQ_01568,The language selected by the  driver for the DMI shall be used additionally as a qualifier to choose the appropriate language table.,SUBSET-026-7 v360.pdf,,
REQ_01569,"Description   Length of variable Minimum Value Maximum Value Resolution/formula  1 bit     Special/Reserved Values 0 No initial states to be resumed,  profile to follow   1 Empty profile, initial states to be resumed  7.5.1.142 Q_UPDOWN  Name Balise telegram transmission direction  Description It defines the direction of the information in the balise telegram  Length of variable Minimum Value Maximum Value Resolution/formula  1 bit     Special/Reserved Values 0 Down link telegram   1 Up link telegram  7.5.1.142.1 Q_VBCO  Name Qualifier for Virtual Balise Cover order  Description Qualifier to set or remove a VBC  Length of variable Minimum Value Maximum Value Resolution/formula  1 bit     Special/Reserved Values 0 Remove the Virtual Balise Cover   1 Set the Virtual Balise Cover  7.5.1.143 T_CYCLOC  Name Time Interval between two position reports sent by the train  Description The train must send its position every T_CYCLOC  Length of variable Minimum Value Maximum Value Resolution/formula  8 bits 0 s 254 s 1s  Special/Reserved Values 255   7.5.1.144 T_CYCRQST  Name Time between two cyclic requests for a movement authority  Description When the train asks for a movement authority request, it will repeat its request every T _CYCRQST  seconds until it receives a new MA  Length of variable Minimum Value Maximum Value Resolution/formula  8 bits 0 s 254 s 1s  Special/Reserved Values 255 No repetition  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-7  3.6.0  13/05/2016  System Requirements Specification  Chapter 7  ERTMS/ETCS language  Page 82/87    7.5.1.144.1 T_LSSMA  Name Delay to toggle on the LSSMA display  Description   Length of variable Minimum Value Maximum Value Resolution/formula  8 bits 0 s 255 s 1 s  7.5.1.145 T_ENDTIMER  Name Validity time for the End section in the MA  Description Time for which the End section is valid measured from the moment the train reaches the location  defined by D_ENDTIMERSTARTLOC.",SUBSET-026-7 v360.pdf,,
